"name","magnet_link","Size","File","Age","Seed","Leech","Type"
"The Land of Steady Habits 2018 WEBRip 1080p x264","magnet:?xt=urn:btih:3a9422a44768dde27ccd513c883611abd15aee2f&dn=The Land of Steady Habits 2018 WEBRip 1080p x264&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.58 GB","2","4 days ago","178","380","Movie"
"The Basement 2018 WEBRip 720p x264","magnet:?xt=urn:btih:29e8fcec82b63d1db58b3f4194043e283b8a8368&dn=The Basement 2018 WEBRip 720p x264&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","759.27 MB","2","4 days ago","587","301","Movie"
"Final Score 2018 WEBRip 720p x264","magnet:?xt=urn:btih:bd0f446054cfbad62e7e02f0a6e29ed6df475d49&dn=Final Score 2018 WEBRip 720p x264&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","892.41 MB","2","4 days ago","2,064","884","Movie"
"Alien Predator 2018 1080p AMZN WEB DL DDP5 1 H 264 NTG[EtHD]","magnet:?xt=urn:btih:383c327f922ea14d7dee2133d5ecc2c558503f1b&dn=Alien Predator 2018 1080p AMZN WEB DL DDP5 1 H 264 NTG[EtHD]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","6.24 GB","2","4 days ago","57","130","Movie"
"Alien Predator 2018 720p AMZN WEB DL DDP5 1 H 264 NTG[EtHD]","magnet:?xt=urn:btih:2bc65606f00ca57c4679042184fcf717a1f710c4&dn=Alien Predator 2018 720p AMZN WEB DL DDP5 1 H 264 NTG[EtHD]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","3.82 GB","7","4 days ago","99","120","Movie"
"big fish and begonia 2016 limited 1080p bluray x264 cadaver[EtHD]","magnet:?xt=urn:btih:ef1d2924d7f81a44ae019d8fd4dde3d443cb8844&dn=big fish and begonia 2016 limited 1080p bluray x264 cadaver[EtHD]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","5.46 GB","2","4 days ago","7","14","Movie"
"Zama 2017 LiMiTED 1080p BluRay x264 CADAVER[EtHD]","magnet:?xt=urn:btih:8d9e28f16a84811dbd07e9c7a50179fa8e68eed7&dn=Zama 2017 LiMiTED 1080p BluRay x264 CADAVER[EtHD]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","7.73 GB","6","4 days ago","19","21","Movie"
"Hes Out There 2018 1080p AMZN WEB DL DDP5 1 H 264 NTG[EtHD]","magnet:?xt=urn:btih:8afd89d52d9da01d061bb7972c174762e1459dc6&dn=Hes Out There 2018 1080p AMZN WEB DL DDP5 1 H 264 NTG[EtHD]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","3.26 GB","2","4 days ago","32","4","Movie"
"E Demon 2018 1080p AMZN WEB DL DDP2 0 H 264 NTG[EtHD]","magnet:?xt=urn:btih:f2f7f6f55da3357515434c1620db6ea27712f860&dn=E Demon 2018 1080p AMZN WEB DL DDP2 0 H 264 NTG[EtHD]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","5.82 GB","2","4 days ago","7","2","Movie"
"Valley Girl (1983) DVDRIp Xvid THC[EtMovies]","magnet:?xt=urn:btih:7bebe4fa907a76080f881f61186aa1fdf855a12f&dn=Valley Girl (1983) DVDRIp Xvid THC[EtMovies]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.40 GB","4","4 days ago","22","16","Movie"
"Zama 2017 LiMiTED 720p BluRay x264 CADAVER[EtHD]","magnet:?xt=urn:btih:7bf5b68c916a5d77142b22c2c527850b2d132ef5&dn=Zama 2017 LiMiTED 720p BluRay x264 CADAVER[EtHD]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","4.39 GB","6","4 days ago","12","11","Movie"
"Roman J Israel, Esq  - End of Justice: Nessuno è innocente (2018) 720p H264 italian english Ac3-5 1 sub ita eng-MIRCrew","magnet:?xt=urn:btih:779a6e397959ce1843f10a7f7053cea9d2dbe9ab&dn=Roman J Israel, Esq  - End of Justice: Nessuno è innocente (2018) 720p H264 italian english Ac3-5 1 sub ita eng-MIRCrew&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.37 GB","4","4 days ago","6","163","Movie"
"Mandy 2018 1080p WEB DL DD 5 1 x264 [MW]","magnet:?xt=urn:btih:3deac6340b1806122178d4a9273569a72b0442e0&dn=Mandy 2018 1080p WEB DL DD 5 1 x264 [MW]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.16 GB","1","4 days ago","7","45","Movie"
"[DragsterPS] Bleach [1080p] [Multi Audio] [Multi Subs] [7165E3EF]","magnet:?xt=urn:btih:fb013b549dfb0c1cd5ed4271c6f8d6d0916413bc&dn=[DragsterPS] Bleach [1080p] [Multi Audio] [Multi Subs] [7165E3EF]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","9.21 GB","2","4 days ago","30","7","Movie"
"When It Comes Around 2018 WEB h264-CRiMSON[TGx]","magnet:?xt=urn:btih:79f4652c2fd610e9c4a701c6d28c7a5738350907&dn=When It Comes Around 2018 WEB h264-CRiMSON[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","470.45 MB","7","4 days ago","21","22","Movie"
"Love By Chance 2017 WEB h264-CRiMSON[TGx]","magnet:?xt=urn:btih:063d32a97a9ef4f71b2d17fcb191fc724847afe2&dn=Love By Chance 2017 WEB h264-CRiMSON[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","751.80 MB","7","4 days ago","25","15","Movie"
"Warning Shot 2018 1080p WEB DL DD 5 1 x264 [MW]","magnet:?xt=urn:btih:cd7f032b835286934e8309a287649b7bc272d76b&dn=Warning Shot 2018 1080p WEB DL DD 5 1 x264 [MW]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.54 GB","1","4 days ago","24","28","Movie"
"Bleach 2018 Movies 720p HDRip x264 5 1 ESubs with Sample ☻rDX☻","magnet:?xt=urn:btih:026576eafce0a3f32b6254fc275b268570ba6b2f&dn=Bleach 2018 Movies 720p HDRip x264 5 1 ESubs with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.05 GB","2","4 days ago","0","0","Movie"
"Bleach 2018 Movies 720p HDRip x264 AAC ESubs with Sample ☻rDX☻","magnet:?xt=urn:btih:f65bc201d169b497a6de3b12459de0a4b3743117&dn=Bleach 2018 Movies 720p HDRip x264 AAC ESubs with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","844.73 MB","2","4 days ago","8","13","Movie"
"The Land Of Steady Habits 2018 Movies 720p HDRip x264 5 1 with Sample ☻rDX☻","magnet:?xt=urn:btih:1e8dee545cf4cffd9031894c1d2c5848607c19a1&dn=The Land Of Steady Habits 2018 Movies 720p HDRip x264 5 1 with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1,018.12 MB","2","4 days ago","16","11","Movie"
"The Land Of Steady Habits 2018 Movies 720p HDRip x264 AAC with Sample ☻rDX☻","magnet:?xt=urn:btih:c97bb9b91c31261fe1371896d24f0e65f62633bc&dn=The Land Of Steady Habits 2018 Movies 720p HDRip x264 AAC with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","846.84 MB","2","4 days ago","0","0","Movie"
"Bleach 2018 1080p WEB DL DD 5 1 x264 ESub [MW]","magnet:?xt=urn:btih:9461a1e8a30190e5756640fe3b0e0c197c94cdcf&dn=Bleach 2018 1080p WEB DL DD 5 1 x264 ESub [MW]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.03 GB","1","4 days ago","445","234","Movie"
"Annabelle 2 Creation 2017 720p BluRay Hindi English x264 DD 5 1 LOKiHD","magnet:?xt=urn:btih:d124a88723e76d9627683b50fec85dd39368275f&dn=Annabelle 2 Creation 2017 720p BluRay Hindi English x264 DD 5 1 LOKiHD&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.15 GB","2","4 days ago","18","12","Movie"
"Alien Predator 2018 1080p WEB DL DD 5 1 x264 [MW]","magnet:?xt=urn:btih:904a3bc56b2bf33fa2b7a4f7f7c3b344a27837ed&dn=Alien Predator 2018 1080p WEB DL DD 5 1 x264 [MW]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.83 GB","1","4 days ago","131","27","Movie"
"Parched (2018) WEBRip x264 - SHADOW[TGx]","magnet:?xt=urn:btih:772ce73f11152821fd9d268cd21270c0c6507883&dn=Parched (2018) WEBRip x264 - SHADOW[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","267.38 MB","2","4 days ago","23","4","Movie"
"Her Boyfriends Secret (2018) HDTV x 264 - SHADOW[TGx]","magnet:?xt=urn:btih:1d6cef3b88609ad1a0449b91885936538c5ccd82&dn=Her Boyfriends Secret (2018) HDTV x 264 - SHADOW[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","486.25 MB","2","4 days ago","14","8","Movie"
"Bleach 2018 720p WEB DL x264 ESub [MW]","magnet:?xt=urn:btih:28ae73057fef8467f8e5e947576e1cc40264f69c&dn=Bleach 2018 720p WEB DL x264 ESub [MW]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","994.41 MB","1","4 days ago","143","52","Movie"
"On My Skin Sulla Mia Pelle ITA ENG 2018 1080p NF WEB DLMux DD5 1 x264 Morpheus mkv","magnet:?xt=urn:btih:43759bd26fc510060a9d45690ee4a68e4dd60bb7&dn=On My Skin Sulla Mia Pelle ITA ENG 2018 1080p NF WEB DLMux DD5 1 x264 Morpheus mkv&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","3.38 GB","1","4 days ago","6","5","Movie"
"The Oslo Diaries 2018 WEBRip x264 ION10","magnet:?xt=urn:btih:60640380ca327fc04928d8931a5bf52310a1f1cb&dn=The Oslo Diaries 2018 WEBRip x264 ION10&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","950.22 MB","3","4 days ago","41","23","Movie"
"The Predator 2018 720p HDTS x264 Dual Audio [Hindi  English] [MW]","magnet:?xt=urn:btih:984809c3fddb9ce68cfc70e7a4b303ea579a50b8&dn=The Predator 2018 720p HDTS x264 Dual Audio [Hindi  English] [MW]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.17 GB","1","4 days ago","250","71","Movie"
"The Tree of Life 2011 INTERNAL REMASTERED 720p BluRay x264 AMIABLE","magnet:?xt=urn:btih:3e951ad4d47a740015961d144fd51f1e4bb7a336&dn=The Tree of Life 2011 INTERNAL REMASTERED 720p BluRay x264 AMIABLE&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","9.42 GB","5","4 days ago","8","5","Movie"
"Manmarziyaan 2018 Hindi 720p PRE DVDRip x264 [MW]","magnet:?xt=urn:btih:efaac851a8d382f3e32a9a676e9ac19d46b26e29&dn=Manmarziyaan 2018 Hindi 720p PRE DVDRip x264 [MW]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.27 GB","1","4 days ago","128","73","Movie"
"Another Time 2018 Movies 720p HDRip x264 5 1 with Sample ☻rDX☻","magnet:?xt=urn:btih:4a9bd605bb7a47a78159c18a31030bbd656610ff&dn=Another Time 2018 Movies 720p HDRip x264 5 1 with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","889.63 MB","2","4 days ago","10","4","Movie"
"Another Time 2018 Movies 720p HDRip x264 AAC with Sample ☻rDX☻","magnet:?xt=urn:btih:c9d6985afb162e0f6394bfa3e639207e627df3d7&dn=Another Time 2018 Movies 720p HDRip x264 AAC with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","706.39 MB","2","4 days ago","0","0","Movie"
"Manmarziyaan 2018 Hindi Movies PDVDRip x264 Clean Audio AAC New Source with Sample ☻rDX☻","magnet:?xt=urn:btih:ce352937742d168f5796c5eb3e190931f88bffac&dn=Manmarziyaan 2018 Hindi Movies PDVDRip x264 Clean Audio AAC New Source with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","707.08 MB","2","4 days ago","38","71","Movie"
"The Oslo Diaries 2018 720p AMZN WEBRip DDP5 1 x264 NTG","magnet:?xt=urn:btih:165f0775bec016bc23fd5ab799e69b9e9a26335d&dn=The Oslo Diaries 2018 720p AMZN WEBRip DDP5 1 x264 NTG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.78 GB","2","4 days ago","35","18","Movie"
"The Defender 1994 1080p WEBRip DD2 0 x264 SbR","magnet:?xt=urn:btih:982d7aad8d96040f066071d6ee6f1dc87237e51b&dn=The Defender 1994 1080p WEBRip DD2 0 x264 SbR&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","9.15 GB","2","4 days ago","25","20","Movie"
"Lynyrd Skynyrd Gone With The Wind 2015 720p AMZN WEBRip DD2 0 x264 AJP69","magnet:?xt=urn:btih:267f3c0cef792978f36fcc1c945ccf82754c369a&dn=Lynyrd Skynyrd Gone With The Wind 2015 720p AMZN WEBRip DD2 0 x264 AJP69&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","3.81 GB","2","4 days ago","26","24","Movie"
"Lynyrd Skynyrd Gone With The Wind 2015 1080p AMZN WEBRip DD2 0 x264 AJP69","magnet:?xt=urn:btih:b68e1e7e16766394e328b6275ba0b073db3501c5&dn=Lynyrd Skynyrd Gone With The Wind 2015 1080p AMZN WEBRip DD2 0 x264 AJP69&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","10.84 GB","2","4 days ago","42","32","Movie"
"The Oslo Diaries 2018 1080p AMZN WEBRip DDP5 1 x264 NTG","magnet:?xt=urn:btih:d12c8ed9e51a7eb912a08dbaec437ee6b862d8f4&dn=The Oslo Diaries 2018 1080p AMZN WEBRip DDP5 1 x264 NTG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","6.81 GB","2","4 days ago","34","20","Movie"
"Stay 2005 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:be1a674872e6e07ae69fb4fbd977559147178a28&dn=Stay 2005 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.89 GB","2","4 days ago","9","14","Movie"
"Silencer 2018 1080p BluRay REMUX AVC DTS HD MA 5 1 FGT","magnet:?xt=urn:btih:11727ae4f66274bb067d7969c94ac88c87c9f2e8&dn=Silencer 2018 1080p BluRay REMUX AVC DTS HD MA 5 1 FGT&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","16.88 GB","2","4 days ago","26","27","Movie"
"Silencer 2018 1080p BluRay AVC DTS HD MA 5 1 FGT","magnet:?xt=urn:btih:37011a15b8ec2ae08b17aca1b428db30d983f7bd&dn=Silencer 2018 1080p BluRay AVC DTS HD MA 5 1 FGT&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","19.81 GB","74","4 days ago","18","12","Movie"
"The Shrine 2010 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:21a29b1393e2b5673c1e1e3bdc5bb6bf0f53b4fd&dn=The Shrine 2010 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.54 GB","2","4 days ago","9","8","Movie"
"The Immortal Voyage Of Captain Drake 2009 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:0434cb2ea39eb139f6dc7b8c628187232987d6d1&dn=The Immortal Voyage Of Captain Drake 2009 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.09 GB","2","4 days ago","12","4","Movie"
"The House 2017 2160p WEBRip x265 10bit HDR DTS HD MA 5 1 GASMASKK","magnet:?xt=urn:btih:372736b2751ad53f7237fc249cec1b62d227de9f&dn=The House 2017 2160p WEBRip x265 10bit HDR DTS HD MA 5 1 GASMASKK&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","17.67 GB","2","4 days ago","56","30","Movie"
"From Russia With Love 1963 2160p WEBRip x265 10bit SDR DTS HD MA 5 1 GASMASK","magnet:?xt=urn:btih:2b85df36442b512365d7b2e704877c2cf6c7db8c&dn=From Russia With Love 1963 2160p WEBRip x265 10bit SDR DTS HD MA 5 1 GASMASK&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","29.08 GB","2","4 days ago","81","97","Movie"
"Any Bullet Will Do 2018 Movies 720p HDRip x264 AAC with Sample ☻rDX☻","magnet:?xt=urn:btih:7a9750d934ebc681f384af262c93626a44d911bb&dn=Any Bullet Will Do 2018 Movies 720p HDRip x264 AAC with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","866.82 MB","2","4 days ago","11","7","Movie"
"Arc 2006 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:c12c352cf18074c390bb8a6d05fd1f59a4034099&dn=Arc 2006 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.15 GB","2","4 days ago","4","10","Movie"
"The Shrine 2010 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:a5f19a772e51312d97a2aa2d7f70dd74ba1752fb&dn=The Shrine 2010 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","997.11 MB","2","4 days ago","8","7","Movie"
"The Big I Am 2010 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:c538b311c138e38a716c0a35392e25492bfa967f&dn=The Big I Am 2010 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.03 GB","2","4 days ago","9","3","Movie"
"Warning Shot 2018 Movies HDRip x264 5 1 with Sample ☻rDX☻","magnet:?xt=urn:btih:020af8eb337ffb6179ba26750cfe0219a01ada5c&dn=Warning Shot 2018 Movies HDRip x264 5 1 with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","846.78 MB","2","4 days ago","32","16","Movie"
"Next(2007)Mp-4 480p DVD Rip[DaScubaDude]","magnet:?xt=urn:btih:7903340ca5e4d05b3b521d34396fd4515c095091&dn=Next(2007)Mp-4 480p DVD Rip[DaScubaDude]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","916.56 MB","6","4 days ago","0","0","Movie"
"Warning Shot 2018 Movies HDRip x264 AAC with Sample ☻rDX☻","magnet:?xt=urn:btih:6b026d9fff6b53321308da4ef448a443c5053411&dn=Warning Shot 2018 Movies HDRip x264 AAC with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","705.58 MB","2","4 days ago","13","4","Movie"
